Store,Guide,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
5292,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,50,
5292,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,50,
5292,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,2,50,
5292,2025 Winter,Dept 92,"1,800ea HOT TOMATO SAUCE RDT/HalfPallet",Half Stack,1,50,
5292,2025 Winter,Dept 92,1728 PC Bauducco Maria Cookies 6oz Single PK,Full Stack,1,50,
5292,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,1,50,
5292,2025 Winter,Dept 92,CHARRAS Display Ready Pallet 315ct,Full Stack,1,50,
5292,2025 Winter,Dept 92,ISADORA Half Pallet 348 unit count (3 flavors),Half Stack,1,50,
5292,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,50,
5292,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,1,50,
5293,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,3,50,
5294,2025 Winter,Dept 08,"VL Pine Bedding 141L, 50 units",Full Stack,1,50,
5296,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5296,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5296,2025 Winter,Dept 08,"VL Pine Bedding 141L, 50 units",Full Stack,1,50,
5296,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5296,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,2,50,
5296,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5299,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5299,2025 Winter,Dept 09,"Mr. Heater Brand 3,800BTU Little Buddy Portable Heater, 16 units",Full Endcap,1,50,
5299,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5299,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5299,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5299,2025 Winter,Dept 40,Premier Single Bottles 384pcs,Half Stack,2,50,
5299,2025 Winter,Dept 40,Quest 4ct Chips 64 pieces,Full Endcap,1,50,
5299,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,2,50,
5299,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,1,50,
5300,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,2,50,
5300,2025 Winter,Dept 09,"Crown 1-K Kerosene, Clean Burning Fuel, 1 Gallon, 64pcs",Full Endcap,1,50,
5300,2025 Winter,Dept 09,"Mr. Heater Brand 3,800BTU Little Buddy Portable Heater, 16 units",Full Endcap,1,50,
5300,2025 Winter,Dept 09,"Ozark Trail 360° Propane Portable Indoor/Outdoor Heater, 12 units",Full Endcap,1,50,
5300,2025 Winter,Dept 13,Drano 96 units,PDQ,1,50,
5300,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5300,2025 Winter,Dept 40,Quest 4ct Chips 64 pieces,Full Endcap,1,50,
5300,2025 Winter,Dept 71,"MS 6” Medium Firm Memory Foam Mattress, Twin, 4 units",Full Endcap,1,50,
5300,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,2,50,
5300,2025 Winter,Dept 72,"SPX 10OZ SNGL DUSTER, 144 Units",Full Endcap,1,50,
5300,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,1,50,
5300,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,2,50,
5300,2025 Winter,Dept 92,OLD EL PASO Taco Hut 426 pc,Full Stack,1,50,
5300,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,2,50,
5301,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5303,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,50,
5303,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5303,2025 Winter,Dept 92,"1,800ea HOT TOMATO SAUCE RDT/HalfPallet",Half Stack,1,50,
5303,2025 Winter,Dept 92,"HNC + Cheerios Protein Pallet, 274ct",Full Stack,2,50,
5304,2025 Winter,Dept 02,BIC Soleil Mixed,4-way,1,50,
5304,2025 Winter,Dept 02,"Dr Teal's 184ea 3lb salts, 120ea Foam",Full Endcap,1,50,
5304,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5304,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5304,2025 Winter,Dept 40,Quest 4ct Chips 64 pieces,Full Endcap,1,50,
5304,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,2,50,
5304,2025 Winter,Dept 46,Neutrogena Wipes 25 ct - 100pc,Full Endcap,2,50,
5304,2025 Winter,Dept 92,"HNC + Cheerios Protein Pallet, 274ct",Full Stack,1,50,
5304,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,50,
5304,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,1,50,
5304,2025 Winter,Dept 95,Veggie Straws,PDQ,1,50,
5305,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5305,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5305,2025 Winter,Dept 40,Quest 4ct Chips 64 pieces,Full Endcap,1,50,
5305,2025 Winter,Dept 92,"1,800ea HOT TOMATO SAUCE RDT/HalfPallet",Half Stack,2,50,
5305,2025 Winter,Dept 92,ISADORA Half Pallet 348 unit count (3 flavors),Half Stack,2,50,
5305,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,50,
5305,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,1,50,
5305,2025 Winter,Dept 95,Veggie Straws,PDQ,1,50,
5307,2025 Winter,Dept 02,"Aveeno Body Lotion 18oz, 88pcs ",4-way,1,50,
5307,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5307,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5307,2025 Winter,Dept 07,HW 5-Pack,SDK,1,50,
5307,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,2,50,
5307,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5307,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5307,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,1,50,
5307,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,50,
5307,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,1,50,
5307,2025 Winter,Dept 72,ROKU TV REMOTE (24),SDK,2,50,
5307,2025 Winter,Dept 72,"SPX 10OZ SNGL DUSTER, 144 Units",Full Endcap,1,50,
5307,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,50,
5309,2025 Winter,Dept 02,Cetaphil Moisturizing Cream and Lotion,SDK,1,50,
5309,2025 Winter,Dept 02,EOS 40PC BODY MIST,SDK,1,50,
5309,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,50,
5309,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,2,50,
5309,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5309,2025 Winter,Dept 02,Olay 24PC Lotion,SDK,1,50,
5309,2025 Winter,Dept 08,"VL Pine Bedding 141L, 50 units",Full Stack,1,50,
5309,2025 Winter,Dept 11,"Hefty Trash Bags Assortment, 80pcs",Full Endcap,1,50,
5309,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,2,50,
5309,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,4,50,
5309,2025 Winter,Dept 16,"27IN SNOW ROLLER, 6 units",PDQ,3,50,
5309,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,4,50,
5309,2025 Winter,Dept 17,"MS Boot Tray, 150pcs",Full Endcap,1,50,
5309,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5309,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5309,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,2,50,
5309,2025 Winter,Dept 72,"SPX 10OZ SNGL DUSTER, 144 Units",Full Endcap,2,50,
5309,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,1,50,
5309,2025 Winter,Dept 92,"FL Sweethearts Half Pallet, 126ct",Half Stack,1,50,
5309,2025 Winter,Dept 92,"HNC + Cheerios Protein Pallet, 274ct",Full Stack,2,50,
5309,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,2,50,
5309,2025 Winter,Dept 92,OLD EL PASO Taco Hut 426 pc,Full Stack,2,50,
5309,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,50,
5309,2025 Winter,Dept 95,Liquid IV Half Pallet 300ct,Half Stack,1,50,
5309,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,2,50,
5309,2025 Winter,Dept 95,Veggie Straws,PDQ,1,50,
5310,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5311,2025 Winter,Dept 02,"Aveeno Body Lotion 18oz, 88pcs ",4-way,1,50,
5311,2025 Winter,Dept 02,EOS 40PC BODY MIST,SDK,1,50,
5311,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,50,
5311,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5311,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5311,2025 Winter,Dept 02,Jergens Loyalty Size 72 pcs,4-way,1,50,
5311,2025 Winter,Dept 04,Ziploc Storage 150ct,Half Stack,1,50,
5311,2025 Winter,Dept 07,HW 5-Pack,SDK,2,50,
5311,2025 Winter,Dept 09,"Reusable warmer 2 pk, 24pcs",SDK,1,50,
5311,2025 Winter,Dept 13,48 CT BTS LIBMAN,Half Stack,1,50,
5311,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,2,50,
5311,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,50,
5311,2025 Winter,Dept 31,360pc Ozark Trail Ski Acc - Full Pallet,Full Stack,1,50,
5311,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5311,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5311,2025 Winter,Dept 40,Quest 4ct Chips 64 pieces,Full Endcap,1,50,
5311,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,50,
5311,2025 Winter,Dept 72,"SPX 10OZ SNGL DUSTER, 144 Units",Full Endcap,1,50,
5311,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,50,
5311,2025 Winter,Dept 92,OLD EL PASO Taco Hut 426 pc,Full Stack,1,50,
5311,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,2,50,
5312,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,1,50,
5312,2025 Winter,Dept 92,OLD EL PASO Taco Hut 426 pc,Full Stack,1,50,
5313,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5313,2025 Winter,Dept 02,Jergens Loyalty Size 72 pcs,4-way,1,50,
5313,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5313,2025 Winter,Dept 40,INSTASOOTHE COUGH DROP 54PC,SDK,1,50,
5313,2025 Winter,Dept 40,Premier Single Bottles 384pcs,Half Stack,1,50,
5313,2025 Winter,Dept 40,Quest 4ct Chips 64 pieces,Full Endcap,1,50,
5313,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,1,50,
5313,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,50,
5313,2025 Winter,Dept 92,"HNC + Cheerios Protein Pallet, 274ct",Full Stack,1,50,
5313,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,50,
5314,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,50,
5316,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,2,50,
5316,2025 Winter,Dept 07,2pk Giganitcs (DumpTruck/Firetruck) 12pc Assortment,Half Stack,2,50,
5316,2025 Winter,Dept 09,"Mr. Heater Brand 3,800BTU Little Buddy Portable Heater, 16 units",Full Endcap,1,50,
5316,2025 Winter,Dept 09,"Ozark Trail 360° Propane Portable Indoor/Outdoor Heater, 12 units",Full Endcap,1,50,
5316,2025 Winter,Dept 11,"Hefty Trash Bags Assortment, 80pcs",Full Endcap,1,50,
5316,2025 Winter,Dept 13,Drano 96 units,PDQ,1,50,
5316,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,50,
5316,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,50,
5316,2025 Winter,Dept 17,"MS Boot Tray, 150pcs",Full Endcap,1,50,
5316,2025 Winter,Dept 17,"MS Furball $5 Dump Bin, 144pcs",Dump Bin,2,50,
5316,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5316,2025 Winter,Dept 40,LOLLEEZ 120ct,PDQ,1,50,
5316,2025 Winter,Dept 46,Neutrogena Wipes 25 ct - 100pc,Full Endcap,1,50,
5316,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,2,50,
5316,2025 Winter,Dept 72,"SPX 10OZ SNGL DUSTER, 144 Units",Full Endcap,1,50,
5316,2025 Winter,Dept 74,Mossy Oak 7-cu ft Chest Freezer - 2 units,Full Stack,2,50,
5316,2025 Winter,Dept 74,Realtree 7-cu ft Chest Freezer - 2 units,Full Stack,2,50,
5316,2025 Winter,Dept 82,60pc Handy Heater,Half Stack,2,50,
5316,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,1,50,
5316,2025 Winter,Dept 92,OLD EL PASO Taco Hut 426 pc,Full Stack,1,50,
5316,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,2,50,
5319,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5319,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5319,2025 Winter,Dept 02,Jergens Loyalty Size 72 pcs,4-way,1,50,
5319,2025 Winter,Dept 13,48 CT BTS LIBMAN,Half Stack,2,50,
5319,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,3,50,
5319,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5319,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,2,50,
5319,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,2,50,
5319,2025 Winter,Dept 40,Premier Single Bottles 384pcs,Half Stack,1,50,
5319,2025 Winter,Dept 40,Quest 4ct Chips 64 pieces,Full Endcap,1,50,
5319,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,1,50,
5319,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,2,50,
5319,2025 Winter,Dept 92,ISADORA Half Pallet 348 unit count (3 flavors),Half Stack,2,50,
5319,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,2,50,
5320,2025 Winter,Dept 08,"VL Pine Bedding 141L, 50 units",Full Stack,1,50,
5320,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,1,50,
5320,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5320,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5320,2025 Winter,Dept 72,ROKU TV REMOTE (24),SDK,1,50,
5320,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,50,
5320,2025 Winter,Dept 92,OLD EL PASO Taco Hut 426 pc,Full Stack,1,50,
5323,2025 Winter,Dept 02,EOS 40PC BODY MIST,SDK,1,50,
5323,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,50,
5323,2025 Winter,Dept 02,Jergens Loyalty Size 72 pcs,4-way,1,50,
5323,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,50,
5323,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5325,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5326,2025 Winter,Dept 02,"Bodycology 2.7oz Mist, 84 units",SDK,1,50,
5326,2025 Winter,Dept 02,Cetaphil Moisturizing Cream and Lotion,SDK,1,50,
5326,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,50,
5326,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5326,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5326,2025 Winter,Dept 40,24PC EQ OMEP 210pcs,Full Endcap,1,50,
5326,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,2,50,
5326,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5326,2025 Winter,Dept 82,"BIC 5pk Classic Lighter, 168 units",Full Endcap,1,50,
5327,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5327,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5327,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5327,2025 Winter,Dept 40,INSTASOOTHE COUGH DROP 54PC,SDK,1,50,
5327,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,50,
5327,2025 Winter,Dept 92,Lunar New Year Food Gifting Half Pallet,Half Stack,1,50,
5328,2025 Winter,Dept 11,"Hefty Trash Bags Assortment, 80pcs",Full Endcap,1,50,
5329,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5329,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5329,2025 Winter,Dept 07,2pk Giganitcs (DumpTruck/Firetruck) 12pc Assortment,Half Stack,1,50,
5329,2025 Winter,Dept 08,"VL Pine Bedding 141L, 50 units",Full Stack,1,50,
5329,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,1,50,
5334,2025 Winter,Dept 07,2pk Giganitcs (DumpTruck/Firetruck) 12pc Assortment,Half Stack,3,50,
5334,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,5,50,
5334,2025 Winter,Dept 16,"27IN SNOW ROLLER, 6 units",PDQ,3,50,
5334,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,5,50,
5334,2025 Winter,Dept 17,"MS Boot Tray, 150pcs",Full Endcap,2,50,
5334,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,2,50,
5335,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,1,50,
5336,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5336,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,1,50,
5337,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5337,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,50,
5337,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,2,50,
5338,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,2,50,
5338,2025 Winter,Dept 92,Lunar New Year Full Pallet,Full Stack,1,50,
5338,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,2,50,
5340,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5340,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5341,2025 Winter,Dept 71,"MS 4FT FLD TABLE White, 8 units",Full Stack,2,50,
5342,2025 Winter,Dept 02,294 PC Working Hands Combo Pallet,Full Stack,1,50,
5342,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5342,2025 Winter,Dept 04,Ziploc Holiday Freezer,Half Stack,1,50,
5342,2025 Winter,Dept 07,HW 5-Pack,SDK,3,50,
5342,2025 Winter,Dept 13,48 CT BTS LIBMAN,Half Stack,1,50,
5342,2025 Winter,Dept 13,Drano 96 units,PDQ,1,50,
5342,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,50,
5342,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,50,
5342,2025 Winter,Dept 14,"Instant Pot 5 QT Air Fryer, 8 units",Full Endcap,2,50,
5342,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5342,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5342,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,50,
5342,2025 Winter,Dept 46,Neutrogena Wipes 25 ct - 100pc,Full Endcap,1,50,
5342,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,1,50,
5342,2025 Winter,Dept 92,"1,800ea HOT TOMATO SAUCE RDT/HalfPallet",Half Stack,2,50,
5342,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,3,50,
5342,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,2,50,
5342,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,50,
5342,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,1,50,
5343,2025 Winter,Dept 02,Cetaphil Moisturizing Cream and Lotion,SDK,1,50,
5343,2025 Winter,Dept 04,Ziploc Holiday Freezer,Half Stack,1,50,
5343,2025 Winter,Dept 04,Ziploc Mixed 160ct,Half Stack,1,50,
5343,2025 Winter,Dept 04,Ziploc Storage 150ct,Half Stack,1,50,
5343,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,2,50,
5343,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,4,50,
5343,2025 Winter,Dept 16,"ESP 26IN USA DISC, 12 units",PDQ,4,50,
5343,2025 Winter,Dept 16,"ESP 48IN USA SLED, 72 units",Full Stack,1,50,
5343,2025 Winter,Dept 29,WTC Valentines DAY 7PK - 168 UNITS,Side-stack,1,50,
5343,2025 Winter,Dept 40,Premier Single Bottles 384pcs,Half Stack,2,50,
5343,2025 Winter,Dept 72,"SPX 10OZ SNGL DUSTER, 144 Units",Full Endcap,2,50,
5343,2025 Winter,Dept 82,"BIC 5pk Classic Lighter, 168 units",Full Endcap,1,50,
5343,2025 Winter,Dept 92,"1,800ea HOT TOMATO SAUCE RDT/HalfPallet",Half Stack,2,50,
5343,2025 Winter,Dept 92,720 CT Kraft Original Mac & Cheese 1/2 Pallet,Half Stack,3,50,
5343,2025 Winter,Dept 95,"On the Boarder Tortilla Chips, 154 units",PDQ,3,50,
5345,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5345,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5345,2025 Winter,Dept 08,"VL Pine Bedding 141L, 50 units",Full Stack,1,50,
5345,2025 Winter,Dept 13,48 CT BTS LIBMAN,Half Stack,1,50,
5345,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5346,2025 Winter,Dept 02,"Bodycology 2.7oz Mist, 84 units",SDK,1,50,
5346,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,50,
5346,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,50,
5346,2025 Winter,Dept 02,EQ M/W 5Bbade Disposable,4-way,1,50,
5346,2025 Winter,Dept 02,Jergens Loyalty Size 72 pcs,4-way,1,50,
5346,2025 Winter,Dept 04,Ziploc Mixed 160ct,Half Stack,1,50,
5346,2025 Winter,Dept 04,Ziploc Storage 150ct,Half Stack,1,50,
5346,2025 Winter,Dept 08,"VL Pine Bedding 141L, 50 units",Full Stack,1,50,
5346,2025 Winter,Dept 09,"Crown 1-K Kerosene, Clean Burning Fuel, 1 Gallon, 64pcs",Full Endcap,1,50,
5346,2025 Winter,Dept 09,"Mr. Heater Brand 3,800BTU Little Buddy Portable Heater, 16 units",Full Endcap,1,50,
5346,2025 Winter,Dept 09,"Reusable warmer 2 pk, 24pcs",SDK,1,50,
5346,2025 Winter,Dept 11,"Hefty Trash Bags Assortment, 80pcs",Full Endcap,1,50,
5346,2025 Winter,Dept 13,48 CT BTS LIBMAN,Half Stack,1,50,
5346,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,50,
5346,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,50,
5346,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,1,50,
5346,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,50,
5346,2025 Winter,Dept 24,120PC BOYS LICENSE 4PK BOXER BRIEF,Half Stack,1,50,
5346,2025 Winter,Dept 29,WTC Valentines DAY 7PK - 168 UNITS,Side-stack,1,50,
5346,2025 Winter,Dept 33,96 PC TEC ONE 1/4 ZIP & LEGGING,4-way,1,50,
5346,2025 Winter,Dept 34,96 Unit Tec-One Faux Fur lined Jacket + Legging,4-way,1,50,
5346,2025 Winter,Dept 34,Women's Soft Shell Jackets + Vest,4-way,1,50,
5346,2025 Winter,Dept 40,EQ MCX COUGH CAPLET 24CT,SDK,1,50,
5346,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,50,
5346,2025 Winter,Dept 40,INSTASOOTHE COUGH DROP 54PC,SDK,1,50,
5346,2025 Winter,Dept 40,Premier Single Bottles 384pcs,Half Stack,1,50,
5346,2025 Winter,Dept 40,Quest 4ct Chips 64 pieces,Full Endcap,1,50,
5346,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,1,50,
5346,2025 Winter,Dept 72,"SPX 10OZ SNGL DUSTER, 144 Units",Full Endcap,1,50,
5346,2025 Winter,Dept 79,"EB STIX, 45 units",SDK,1,50,
5346,2025 Winter,Dept 82,60pc Handy Heater,Half Stack,1,50,
5346,2025 Winter,Dept 92,CHARRAS Display Ready Pallet 315ct,Full Stack,1,50,
5346,2025 Winter,Dept 92,"HNC + Cheerios Protein Pallet, 274ct",Full Stack,1,50,
5346,2025 Winter,Dept 92,KNORR MX 768 PC PLT,Full Stack,2,50,
5346,2025 Winter,Dept 92,Ocean's Halo Half Pallet Dump Bin - 120 units,Half Stack,1,50,
5346,2025 Winter,Dept 92,OLD EL PASO Taco Hut 426 pc,Full Stack,1,50,
